# index, as_id, _pos
1857,7910,"array([-1.51581939,  0.10640353])"
1858,7911,"array([-1.69524156,  0.44280709])"
1859,7912,"array([-1.57800405,  0.47489119])"
1860,14154,"array([-1.6304074 ,  1.05912329])"
1861,7914,"array([-1.31537875,  0.38520357])"
1862,7915,"array([-1.82219778,  0.51020547])"
1863,11655,"array([-1.60303262,  0.74945161])"
1864,11656,"array([-1.73227068,  0.87090786])"
1865,11657,"array([-1.56238527,  0.5389577 ])"
1866,11658,"array([-1.76851665,  0.89171388])"
1867,7920,"array([-1.57904411,  0.30023307])"
1868,7921,"array([-1.70521539,  0.4030255 ])"
1869,7922,"array([-1.56727042,  0.72164449])"
1870,7923,"array([-1.71237475,  0.65773038])"
1871,7924,"array([-1.8187613 ,  0.71766888])"
1872,1872,"array([-1.62017269,  0.83554782])"
1873,7925,"array([-1.50698928,  0.15073507])"
1874,1874,"array([-0.90698064,  0.07869373])"
1875,11659,"array([-1.81068053,  0.07189591])"
1876,7927,"array([-1.73909106,  1.16406498])"
1877,1877,"array([-1.29650143,  1.2387383 ])"
1878,7928,"array([-1.33428527,  1.21245359])"
1879,1879,"array([-1.29540731,  1.10940867])"
1880,1880,"array([-1.23010582,  1.24130874])"
1881,1881,"array([-1.24183287,  1.0802772 ])"
1882,1882,"array([-1.00053829,  1.32036051])"
1883,7929,"array([-1.48601547,  0.96808284])"
1884,13873,"array([-1.58479249,  1.03978489])"
1885,7931,"array([-1.04323672,  0.5856598 ])"
1886,11661,"array([-1.46627317,  0.90523589])"
1887,1887,"array([-0.80332065,  1.41613443])"
1888,1888,"array([-1.26018764,  1.25645286])"
1889,1889,"array([-1.49161595,  1.38736834])"
1890,1890,"array([-1.2468972 ,  1.35345682])"
1891,1891,"array([-1.39230656,  1.29209784])"
1892,7933,"array([-1.48678747,  0.31404122])"
1893,11662,"array([-2.0723479,  0.1186979])"
1894,11663,"array([-1.82934964,  0.74260856])"
1895,7936,"array([-1.73255291,  1.22163575])"
1896,11664,"array([-2.01685274,  0.58114897])"
1897,1897,"array([-1.3354703 ,  1.19283349])"
1898,7938,"array([-1.94514314,  0.79260026])"
1899,1899,"array([-1.35972082,  1.3490869 ])"
1900,7939,"array([-1.46018992, -0.11147373])"
1901,1901,"array([-1.25519567,  1.54245844])"
1902,1902,"array([-1.29553012,  1.61740431])"
1903,1903,"array([-1.20129214,  1.20470925])"
1904,1904,"array([-0.98246328, -0.02701461])"
1905,11665,"array([-1.24967168,  0.17764339])"
1906,1906,"array([-1.7749279 ,  0.39361797])"
1907,11666,"array([-0.93225942,  0.56801198])"
1908,7942,"array([-2.00382691,  0.31848011])"
1909,1909,"array([-0.97834671,  0.68784115])"
1910,11667,"array([-1.83607963,  0.63892755])"
1911,11668,"array([-2.1398803 ,  0.72691398])"
1912,11669,"array([-1.90027956,  1.11709324])"
1913,1913,"array([-0.70298782,  0.59153495])"
1914,1914,"array([-0.98132787, -0.08745995])"
1915,11670,"array([-1.54545902,  0.93487174])"
1916,1916,"array([-2.03902156,  0.96390473])"
1917,11671,"array([-2.24032088,  0.73514645])"
1918,11672,"array([-2.06303438,  0.4166144 ])"
1919,7949,"array([-2.00164053,  0.58981503])"
1920,13874,"array([-2.02382875,  1.6289452 ])"
1921,7951,"array([-1.92380711,  0.47022617])"
1922,1922,"array([-1.03158231,  1.89174766])"
1923,11674,"array([-1.50403721,  1.02318558])"
1924,11675,"array([-1.65728937,  1.02308093])"
1925,11676,"array([-1.90985063,  0.90446679])"
1926,7955,"array([-1.72548771,  0.34665819])"
1927,11677,"array([-0.86675197,  0.45491071])"
1928,1928,"array([-1.9565234,  0.7306629])"
1929,11678,"array([-1.41708693,  0.78974137])"
1930,1930,"array([-0.91605453,  1.30058445])"
1931,7958,"array([-2.09141094,  0.73749583])"
1932,1932,"array([-1.53329842,  1.13922927])"
1933,7959,"array([-1.59440045,  1.08790474])"
1934,7960,"array([-1.71792601,  0.9873958 ])"
1935,1935,"array([-0.69831274,  1.87293832])"
1936,1936,"array([-0.66435279,  1.79557489])"
1937,1937,"array([-0.68449237,  1.90104672])"
1938,1938,"array([-0.77549311,  1.96218839])"
1939,1939,"array([-0.70871551,  1.95827085])"
1940,1940,"array([-0.79152846,  1.93131123])"
1941,7961,"array([-1.88428985,  1.17159139])"
1942,1942,"array([-0.71438559,  1.901408  ])"
1943,7962,"array([-1.71090967,  1.2171122 ])"
1944,7963,"array([-1.67960931,  0.74216169])"
1945,7964,"array([-1.62142135,  1.02501225])"
1946,11679,"array([-0.71281989,  0.72318752])"
1947,11680,"array([-1.62705463,  0.87310069])"
1948,14155,"array([-1.6463638 ,  0.43058205])"
1949,7968,"array([-2.1152694 ,  0.76664667])"
1950,11682,"array([-1.20039818,  0.97593738])"
1951,11683,"array([-1.26373136,  0.99263779])"
1952,11684,"array([-1.33192285,  0.40250294])"
1953,11685,"array([-1.76216767,  0.47461889])"
1954,7973,"array([-2.21429272,  0.55217685])"
1955,1955,"array([-0.86584958,  1.5001356 ])"
1956,7974,"array([-1.01420832,  0.26499267])"
1957,14399,"array([-2.11019944,  0.86079838])"
1958,7976,"array([-2.02644161,  0.99858804])"
1959,1959,"array([-0.85479741,  0.11464177])"
1960,7977,"array([-1.6681326 ,  0.44203007])"
1961,11687,"array([-1.70542739,  0.66581798])"
1962,13877,"array([-1.36637745,  0.81954866])"
1963,7980,"array([-1.76860707,  1.56938816])"
1964,11689,"array([-1.90434102,  1.16995152])"
1965,7982,"array([-1.92926639,  0.78608121])"
1966,11690,"array([-1.74049156,  0.51016184])"
1967,1967,"array([-1.14539984,  1.10503211])"
1968,1968,"array([-1.43700425,  0.45201524])"
1969,7984,"array([-1.71701885,  1.67955147])"
1970,1970,"array([-1.54840833,  0.03865641])"
1971,7985,"array([-1.67575929,  1.21104662])"
1972,11691,"array([-1.79813838,  0.92588506])"
1973,11692,"array([-1.46255224,  0.35959164])"
1974,11693,"array([-1.76320042,  0.01713532])"
1975,1975,"array([-1.49061993,  0.67165347])"
1976,11694,"array([-2.12787979,  0.94027205])"
1977,11695,"array([-1.71404135,  0.76154619])"
1978,11696,"array([-1.45328567,  0.16102841])"
1979,7992,"array([-0.94068408,  0.6676361 ])"
1980,7993,"array([-1.29712651,  1.18027409])"
1981,7994,"array([-1.6512553 ,  1.48419274])"
1982,1982,"array([-1.9176995 ,  0.60617379])"
1983,11697,"array([-2.04718548,  1.08914945])"
1984,1984,"array([-0.56429477,  0.48345139])"
1985,1985,"array([-0.64514331,  0.11123897])"
1986,7996,"array([-2.12737555,  0.85633044])"
1987,7997,"array([-1.80878644,  1.03591318])"
1988,11698,"array([-1.82110506,  0.93249881])"
1989,1989,"array([-0.57177246,  0.24172415])"
1990,13878,"array([-1.08279492,  0.19867551])"
1991,8000,"array([-1.74135866,  0.54999163])"
1992,8001,"array([-1.54947632,  0.92195781])"
1993,8002,"array([-1.35200716,  0.92616148])"
1994,11700,"array([-0.84420435,  0.79673659])"
1995,11701,"array([-1.46010739,  0.76701506])"
1996,8005,"array([-1.72782571,  0.73698909])"
1997,8006,"array([-1.64558442,  0.90091238])"
1998,1998,"array([-2.18172778,  0.47893267])"
1999,8007,"array([-0.96907114,  0.41065526])"
2000,8008,"array([-1.95076036,  0.37975816])"
2001,8009,"array([-1.42385235,  0.75123268])"
2002,8010,"array([-1.77279321,  1.1740105 ])"
2003,2003,"array([-1.79235807,  0.5060505 ])"
2004,8011,"array([-1.73655056,  0.74888999])"
2005,8012,"array([-1.59591844,  0.7338053 ])"
2006,8013,"array([-1.13547743,  0.95181625])"
2007,2007,"array([-1.41041927,  1.57285917])"
2008,2008,"array([-2.19445194,  1.43189794])"
2009,11702,"array([-1.42949813,  0.76306302])"
2010,8015,"array([-1.6848193 ,  0.60678334])"
2011,2011,"array([-1.38075489,  0.81148678])"
2012,2012,"array([-0.93623731,  1.34422859])"
2013,8016,"array([-1.29616314,  0.70902758])"
2014,8017,"array([-1.33604887,  0.63844604])"
2015,2015,"array([-1.96738813,  0.69998557])"
2016,8018,"array([-1.85745882,  0.76398107])"
2017,14350,"array([-1.4561973 ,  0.67500737])"
2018,2018,"array([-2.33971719,  0.42356989])"
2019,2019,"array([-1.92879918,  0.90543863])"
2020,13880,"array([-1.72025238,  0.67276507])"
2021,8021,"array([-1.90498742,  0.62125935])"
2022,8022,"array([-1.48669754,  0.78157479])"
2023,8023,"array([-1.52586591,  1.01340945])"
2024,2024,"array([-1.31721486,  0.88929208])"
2025,14158,"array([-1.64286694,  1.10409961])"
2026,8025,"array([-1.54420546,  0.43834175])"
2027,2027,"array([-1.57613175,  1.19678696])"
2028,2028,"array([-1.64078616,  1.51843037])"
2029,11706,"array([-1.93256089,  1.67496785])"
2030,11707,"array([-1.51071868,  0.5369332 ])"
2031,8028,"array([-1.70899497,  1.17402995])"
2032,13882,"array([-1.24706144,  0.54655187])"
2033,2033,"array([-1.87298816,  0.84163823])"
2034,11709,"array([-1.8919945 ,  0.33716186])"
2035,11710,"array([-1.71091457,  0.83202268])"
2036,2036,"array([-0.93438321,  1.94813091])"
2037,11711,"array([-1.80925785,  1.24905683])"
2038,11712,"array([-1.56682676,  0.76771542])"
2039,11713,"array([-1.82106908,  0.73001297])"
2040,8035,"array([-1.29455665,  0.87281683])"
2041,2041,"array([-1.87340269,  0.86323308])"
2042,2042,"array([-1.76968176,  1.15728871])"
2043,2043,"array([-1.07685363,  1.487579  ])"
2044,2044,"array([-2.28423875,  0.49797671])"
2045,8036,"array([-1.33384252,  0.05964844])"
2046,2046,"array([-0.89827309, -0.05539777])"
2047,2047,"array([-1.10105039,  1.52128699])"
2048,2048,"array([-1.4977854 ,  0.03078765])"
2049,8037,"array([-1.84594876,  0.82069788])"
2050,8038,"array([-1.97340096,  0.87941775])"
2051,8039,"array([-1.80744449,  0.81133851])"
2052,2052,"array([-1.40919857,  0.83440529])"
2053,13883,"array([-1.51106586,  0.94255237])"
2054,13884,"array([-1.71901923,  1.18715457])"
2055,2055,"array([-1.43538018,  0.07152766])"
2056,2056,"array([-1.96798828,  0.41308652])"
2057,13885,"array([-1.89535944,  0.40181261])"
2058,8043,"array([-1.84966999,  0.54963794])"
2059,11717,"array([-1.53800933,  0.35384855])"
2060,2060,"array([-0.7416226 ,  1.96356153])"
2061,11718,"array([-2.03057058,  0.67567866])"
2062,2062,"array([-0.91429628,  2.34497317])"
2063,8046,"array([-2.18455116,  0.81136034])"
2064,8047,"array([-1.74474298,  0.49312718])"
2065,8048,"array([-1.81285808,  0.89571164])"
2066,8049,"array([-1.88866797,  0.38404579])"
2067,14472,"array([-0.78563659,  0.67599081])"
2068,8051,"array([-1.94579599,  0.22694527])"
2069,8052,"array([-1.52334407,  0.51022576])"
2070,13887,"array([-1.67879905,  0.81690853])"
2071,11721,"array([-1.40970187,  0.48921031])"
2072,11722,"array([-1.48877568,  0.68394485])"
2073,8056,"array([-1.59149237,  1.24395293])"
2074,8057,"array([-1.44694734,  0.31542104])"
2075,8058,"array([-1.7590673 ,  0.57962581])"
2076,8059,"array([-1.88760427,  1.1323853 ])"
2077,8060,"array([-1.75047107,  1.11443024])"
2078,8061,"array([-1.45019908,  0.55929953])"
2079,8062,"array([-1.91744128,  1.04214137])"
2080,8063,"array([-1.90207013,  1.07225031])"
2081,11723,"array([-1.88615271,  1.03697107])"
2082,8065,"array([-1.73239745,  1.20170873])"
2083,8066,"array([-1.15887395,  0.15341185])"
2084,11724,"array([-1.34915335,  0.55217037])"
2085,8068,"array([-1.52059332,  1.37372352])"
2086,8069,"array([-2.13631254,  1.59901094])"
2087,8070,"array([-1.56005576,  0.69368844])"
2088,8071,"array([-1.39740048,  0.45994067])"
2089,8072,"array([-1.35734082,  1.47313773])"
2090,8073,"array([-1.8479284 ,  0.39769988])"
2091,8074,"array([-1.60006384,  0.61329786])"
2092,13888,"array([-1.47522352,  0.42544656])"
2093,8076,"array([-1.56931727,  0.79086037])"
2094,8077,"array([-1.80696869,  0.53497267])"
2095,13889,"array([-1.6598259 ,  0.69171177])"
2096,8079,"array([-1.93232691,  0.5366163 ])"
2097,8080,"array([-1.5229046 ,  0.56364431])"
2098,8081,"array([-1.57077026,  0.52825933])"
2099,8082,"array([-1.91269646,  0.9862471 ])"
2100,8083,"array([-1.51699642,  0.83189334])"
2101,8084,"array([-1.36409743,  0.60523908])"
2102,8085,"array([-1.40775335,  0.76744216])"
2103,11727,"array([-0.75804594,  0.54085237])"
2104,8087,"array([-1.46533842,  1.03888462])"
2105,8088,"array([-1.87081215,  0.46958434])"
2106,11728,"array([-1.61279376,  0.505819  ])"
2107,2107,"array([-1.2560551 ,  1.28312955])"
2108,2108,"array([-1.34773899,  1.23669433])"
2109,2109,"array([-1.20798993,  1.22876387])"
2110,2110,"array([-1.41159041,  1.22554625])"
2111,8090,"array([-1.50131893,  0.92949767])"
2112,8091,"array([-1.36974095,  0.94223892])"
2113,8092,"array([-1.60512557,  0.88113365])"
2114,11729,"array([-1.58656887,  0.81820236])"
2115,8094,"array([-1.84917577,  1.35740068])"
2116,2116,"array([-1.31724608,  1.19732385])"
2117,13890,"array([-1.72112072,  1.24174923])"
2118,2118,"array([-0.6138403 ,  1.22524851])"
2119,2119,"array([-1.51201725,  1.54266292])"
2120,2120,"array([-1.02568094,  1.41420917])"
2121,14160,"array([-1.85721671,  0.14904818])"
2122,8097,"array([-1.66758393,  0.70495447])"
2123,8098,"array([-1.70432293,  0.55654053])"
2124,11732,"array([-1.52336313,  0.26291364])"
2125,8100,"array([-1.77410022,  0.9062875 ])"
2126,8101,"array([-1.92401396,  0.35418294])"
2127,11733,"array([-1.39257584,  0.63158749])"
2128,11734,"array([-1.87009223,  0.52222376])"
2129,13892,"array([-1.89123501,  0.55291324])"
2130,8105,"array([-1.74395189,  0.70154617])"
2131,2131,"array([-1.79637673,  1.57529622])"
2132,11736,"array([-1.67140474, -0.07952524])"
2133,11737,"array([-1.71339951,  1.00530174])"
2134,2134,"array([-1.43215704,  1.33987389])"
2135,2135,"array([-1.56262244,  1.3603008 ])"
2136,8108,"array([-1.87231072,  0.29602689])"
2137,8109,"array([-1.98217895,  0.40081161])"
2138,8110,"array([-1.7994914 ,  0.26431282])"
2139,8111,"array([-0.82665344,  0.72217794])"
2140,2140,"array([-1.44916142,  0.85703985])"
2141,8112,"array([-1.33510328,  0.68096401])"
2142,8113,"array([-1.30604393,  0.68864531])"
2143,8114,"array([-1.28919708,  0.69147551])"
2144,8115,"array([-1.24265563,  0.45523298])"
2145,11738,"array([-1.77550495,  0.79782415])"
2146,2146,"array([-1.52133967,  1.21215649])"
2147,8117,"array([-1.69872194,  0.81732271])"
2148,2148,"array([-0.33082902,  1.35600545])"
2149,8118,"array([-1.7185424 ,  0.69976547])"
2150,2150,"array([-1.89597704,  0.88104291])"
2151,8119,"array([-1.55931609,  0.60500595])"
2152,8120,"array([-1.63502875,  0.72069423])"
2153,8121,"array([-2.09984386,  1.21854732])"
2154,11739,"array([-1.95488779,  0.80665628])"
2155,11740,"array([-1.80961895,  0.65351966])"
2156,11741,"array([-1.74507124,  0.86945493])"
2157,8125,"array([-1.85956293,  1.02770501])"
2158,8126,"array([-2.00305153,  0.84464487])"
2159,11742,"array([-0.89153827,  0.77877869])"
2160,11743,"array([-1.7764013 ,  0.54255483])"
2161,2161,"array([-0.94649707,  0.84518466])"
2162,8129,"array([-1.59476105,  0.49447343])"
2163,2163,"array([-1.83494698,  0.67585598])"
2164,8130,"array([-2.03591829,  0.86155255])"
2165,11744,"array([-1.80387836,  1.36652472])"
2166,8132,"array([-1.79310208,  0.54617032])"
2167,8133,"array([-1.55034294,  0.49452604])"
2168,8134,"array([-1.6314134 ,  0.50175013])"
2169,8135,"array([-1.65232364,  0.37573524])"
2170,8136,"array([-1.47276603,  0.52013023])"
2171,8137,"array([-1.747051  ,  0.79777006])"
2172,8138,"array([-1.90570736,  0.83030343])"
2173,11745,"array([-1.14555946,  0.30293934])"
2174,8140,"array([-0.98464818,  0.17469963])"
2175,8141,"array([-2.05344557,  1.66513677])"
2176,8142,"array([-2.12606839,  0.65898884])"
2177,8143,"array([-1.78293208,  0.85088603])"
2178,11746,"array([-1.84275842,  0.76527107])"
2179,8145,"array([-1.92845258,  0.10497398])"
2180,8146,"array([-1.61585625,  0.66173281])"
2181,11747,"array([-2.16708267,  0.97833767])"
2182,8148,"array([-1.74202238,  0.59306809])"
2183,8149,"array([-2.15556886,  0.75822828])"
2184,11748,"array([-1.75043335,  0.78742082])"
2185,8151,"array([-1.23949949,  0.56815166])"
2186,11749,"array([-1.81213163,  0.60697096])"
2187,8153,"array([-1.39157077,  0.42791129])"
2188,8154,"array([-1.5332646 ,  0.93260065])"
2189,8155,"array([-1.85160987,  0.31237824])"
2190,8156,"array([-1.36112474,  0.64678998])"
2191,11750,"array([-1.06465173,  0.22014449])"
2192,8158,"array([-2.0170257 ,  0.73994975])"
2193,8159,"array([-1.86796735,  0.66770461])"
2194,8160,"array([-1.02240507,  0.85990342])"
2195,8161,"array([-1.53719038,  0.55941495])"
2196,11751,"array([-2.19943844,  1.65953434])"
2197,11752,"array([-2.19206283,  1.70414255])"
2198,8164,"array([-1.82432826,  0.37428769])"
2199,2199,"array([-1.17315413,  1.19875011])"
2200,2200,"array([-0.83021978,  1.75608117])"
2201,11753,"array([-1.65553448,  0.67751446])"
2202,8166,"array([-1.94717522,  0.85687918])"
2203,8167,"array([-2.11362695,  1.79930653])"
2204,11754,"array([-1.52115078,  0.75657003])"
2205,8169,"array([-1.54205642,  0.15706397])"
2206,11755,"array([-1.97339977,  0.59343289])"
2207,11756,"array([-1.99825837,  0.22777934])"
2208,8172,"array([-1.88412602,  0.88882924])"
2209,11757,"array([-1.27606802,  0.46302231])"
2210,8174,"array([-1.04673398,  0.41622693])"
2211,8175,"array([-1.5155583 ,  0.80578893])"
2212,13893,"array([-2.28369194,  0.60091784])"
2213,11759,"array([-2.01666228,  0.81971691])"
2214,11760,"array([-1.89660435,  0.67254508])"
2215,8179,"array([-1.75548313,  1.1875992 ])"
2216,8180,"array([-2.22276033,  0.43357132])"
2217,13894,"array([-1.61346328,  0.61307887])"
2218,8182,"array([-1.35412648,  0.70435593])"
2219,11762,"array([-2.06694981,  0.89853839])"
2220,11763,"array([-1.74189526,  1.08073431])"
2221,8185,"array([-2.06181445,  0.96220981])"
2222,2222,"array([-0.68884973,  1.84550271])"
2223,11764,"array([-1.61696477,  1.05118126])"
2224,8187,"array([-0.91402491,  0.58731462])"
2225,8188,"array([-1.55535244,  1.00234927])"
2226,8189,"array([-1.87477726,  0.77970418])"
2227,11765,"array([-1.43874749,  0.84936334])"
2228,8191,"array([-1.89514455,  0.9828313 ])"
2229,8192,"array([-1.36866965,  1.10510037])"
2230,8193,"array([-1.58677365,  1.12241232])"
2231,8194,"array([-0.83122225,  1.34967746])"
2232,8195,"array([-1.39059166,  1.68403614])"
2233,8196,"array([-1.5293158 ,  1.67827742])"
2234,8197,"array([-1.04115789,  1.31201046])"
2235,8198,"array([-1.22052836,  1.38060344])"
2236,2236,"array([-0.72615411,  1.86939094])"
2237,2237,"array([-0.75525897,  1.864986  ])"
2238,8199,"array([-1.17728263,  1.57428839])"
2239,8200,"array([-1.06759871,  1.07806383])"
2240,8201,"array([-1.42538323,  1.83914677])"
2241,8202,"array([-1.69809046,  1.25952567])"
2242,8203,"array([-0.97822268,  0.93638574])"
2243,11766,"array([-1.66973401,  1.03077452])"
2244,8205,"array([-1.87842095,  1.74480501])"
2245,8206,"array([-0.62540947,  1.30030929])"
2246,8207,"array([-0.84379727,  1.47513698])"
2247,8208,"array([-1.58895301,  1.97138584])"
2248,8209,"array([-1.39034347,  1.40084363])"
2249,8210,"array([-1.49524479,  1.19466436])"
2250,8211,"array([-1.35389011,  1.88465808])"
2251,8212,"array([-1.09099296,  1.38591241])"
2252,8213,"array([-1.51083122,  1.69565573])"
2253,11767,"array([-1.2897253 ,  1.08434529])"
2254,8215,"array([-1.33553641,  1.28319992])"
2255,8216,"array([-1.41675252,  1.76670166])"
2256,8217,"array([-0.95146074,  1.73131112])"
2257,8218,"array([-1.4850168,  1.251314 ])"
2258,11768,"array([-1.42508596,  0.6997982 ])"
2259,2259,"array([-0.66262724,  1.82766627])"
2260,8220,"array([-1.61565445,  1.45594203])"
2261,8221,"array([-1.30870953,  1.63351249])"
2262,14275,"array([-1.23932826,  0.99286311])"
2263,8223,"array([-0.98846311,  1.39138199])"
2264,8224,"array([-1.32815048,  1.71185378])"
2265,8225,"array([-1.20749741,  1.31008847])"
2266,8226,"array([-1.02901668,  0.96631672])"
2267,8227,"array([-1.57272167,  1.60283571])"
2268,8228,"array([-1.36289131,  1.37158243])"
2269,2269,"array([-0.99070395,  2.38107131])"
2270,8229,"array([-0.4899454 ,  0.86396389])"
2271,8230,"array([-0.94263987,  1.6882812 ])"
2272,8231,"array([-0.97497642,  1.61666281])"
2273,8232,"array([-1.15089651,  1.44161268])"
2274,2274,"array([-1.78171611,  1.2011279 ])"
2275,8233,"array([-0.93301295,  1.44523165])"
2276,2276,"array([-1.59165115,  0.83238267])"
2277,2277,"array([-1.72739543,  0.95784785])"
2278,11770,"array([-1.78271224,  0.43454788])"
2279,11771,"array([-1.43729308,  0.40035738])"
2280,13896,"array([-1.89521205,  0.89689018])"
2281,8237,"array([-1.03630059,  1.67571925])"
2282,11773,"array([-1.0952779 ,  0.47184714])"
2283,8239,"array([-1.20026456,  1.45060822])"
2284,8240,"array([-0.98322456,  1.49387489])"
2285,8241,"array([-0.61535328,  1.16125418])"
2286,11774,"array([-1.85873219,  0.7267798 ])"
2287,8243,"array([-1.17244481,  1.61694763])"
2288,8244,"array([-1.48137581,  1.14466507])"
2289,8245,"array([-1.49781172,  1.75836165])"
2290,8246,"array([-1.02359266,  1.39357085])"
2291,11775,"array([-1.82785333,  0.88926202])"
2292,8248,"array([-0.55989028,  1.58906365])"
2293,8249,"array([-0.6376716 ,  1.07016858])"
2294,8250,"array([-1.55320337,  1.42168581])"
2295,8251,"array([-1.47544719,  1.43357197])"
2296,8252,"array([-1.0732482 ,  1.16588738])"
2297,8253,"array([-0.59236781,  1.55726632])"
2298,8254,"array([-1.50251338,  1.97482703])"
2299,8255,"array([-1.10625269,  1.77329528])"
2300,14276,"array([-1.41826511,  1.0157971 ])"
2301,8257,"array([-1.21111938,  1.49900225])"
2302,8258,"array([-0.83571371,  1.1542953 ])"
2303,8259,"array([-1.42089171,  1.3679265 ])"
2304,11777,"array([-1.47233736,  1.10656148])"
2305,11778,"array([-1.45117313,  0.71689779])"
2306,8262,"array([-1.22146801,  1.05093042])"
2307,8263,"array([-0.65652972,  1.10997797])"
2308,8264,"array([-1.38961615,  1.60315613])"
2309,8265,"array([-1.33729106,  2.04651066])"
2310,8266,"array([-1.13372565,  1.6054225 ])"
2311,8267,"array([-0.79083409,  1.29318594])"
2312,11779,"array([-1.79839465,  0.5936021 ])"
2313,8269,"array([-1.23675188,  1.27747239])"
2314,8270,"array([-1.3857014 ,  1.85539219])"
2315,8271,"array([-1.27505901,  1.70094398])"
2316,8272,"array([-1.48626091,  1.22775903])"
2317,13898,"array([-1.53972924,  0.7610519 ])"
2318,8274,"array([-1.1140612 ,  1.42103191])"
2319,11781,"array([-1.76641034,  0.50500471])"
2320,11782,"array([-1.20995228,  0.74311179])"
2321,8277,"array([-1.10246601,  1.47345958])"
2322,8278,"array([-0.64175153,  1.58050698])"
2323,11783,"array([-1.8970888 ,  1.19898923])"
2324,8280,"array([-1.66263952,  1.44053903])"
2325,8281,"array([-1.0573244 ,  1.70922776])"
2326,11784,"array([-1.43962804,  0.65635898])"
2327,13899,"array([-1.84133654,  0.4144256 ])"
2328,8284,"array([-1.70587283,  1.63094187])"
2329,8285,"array([-0.96060902,  1.44365653])"
2330,8286,"array([-0.84439316,  1.26413357])"
2331,13900,"array([-1.47157437,  0.81005663])"
2332,8288,"array([-1.23605451,  2.03657296])"
2333,8289,"array([-1.30123359,  1.4158356 ])"
2334,8290,"array([-0.98106657,  1.37021387])"
2335,8291,"array([-0.24098093,  1.12197579])"
2336,11787,"array([-1.51595479,  0.89489244])"
2337,8293,"array([-1.16131183,  1.65515998])"
2338,8294,"array([-0.96586313,  2.17961397])"
2339,8295,"array([-1.22503412,  1.92021977])"
2340,8296,"array([-1.32147362,  1.83773785])"
2341,8297,"array([-1.37845849,  1.42877174])"
2342,8298,"array([-1.44558758,  1.56636223])"
2343,8299,"array([-1.0059097 ,  1.52518204])"
2344,14352,"array([-1.43718985,  0.55589249])"
2345,8301,"array([-1.506661  ,  1.38307689])"
2346,11789,"array([-1.98235559,  0.69907605])"
2347,8303,"array([-1.72043334,  1.43447728])"
2348,8304,"array([-1.39127333,  1.5842579 ])"
2349,11790,"array([-1.52922634,  1.07444119])"
2350,8306,"array([-1.53535607,  1.49877497])"
2351,8307,"array([-0.97733981,  1.80455639])"
2352,8308,"array([-0.78440499,  1.39159898])"
2353,8309,"array([-1.6931947 ,  1.61618359])"
2354,8310,"array([-1.1741298 ,  1.54330018])"
2355,8311,"array([-1.34031143,  1.53301982])"
2356,8312,"array([-1.44736971,  1.53145291])"
2357,8313,"array([-1.10309826,  1.20461097])"
2358,8314,"array([-0.81225777,  1.44928076])"
2359,11791,"array([-1.58703476,  0.63452489])"
2360,8316,"array([-1.79686814,  1.6975645 ])"
2361,8317,"array([-1.83743118,  1.80879956])"
2362,11792,"array([-1.58180441,  0.45094771])"
2363,8319,"array([-1.32229349,  1.61973636])"
2364,8320,"array([-0.61109623,  0.78541894])"
2365,8321,"array([-0.92821432,  2.17761794])"
2366,11793,"array([-1.34274505,  0.71622809])"
2367,8323,"array([-0.64094078,  1.3753069 ])"
2368,8324,"array([-0.36735199,  1.15300746])"
2369,11794,"array([-2.10341371,  0.61614475])"
2370,8326,"array([-0.67149845,  1.33197668])"
2371,8327,"array([-1.42436286,  1.5583932 ])"
2372,11795,"array([-1.49563729,  1.00249589])"
2373,8329,"array([-1.23971121,  1.5359444 ])"
2374,8330,"array([-1.26405735,  1.77905267])"
2375,8331,"array([-0.828093  ,  1.05220911])"
2376,8332,"array([-1.33019267,  1.45140974])"
2377,8333,"array([-1.19357908,  1.72849162])"
2378,8334,"array([-0.91164827,  1.19140708])"
2379,2379,"array([-1.82478307,  0.43152046])"
2380,2380,"array([-1.78673685,  1.79102668])"
2381,2381,"array([-1.31280466,  0.76447962])"
2382,8335,"array([-1.15072202,  1.2880447 ])"
2383,8336,"array([-0.39749147,  1.2044921 ])"
2384,11796,"array([-1.66771894,  0.32486602])"
2385,8338,"array([-1.32469953,  1.29890368])"
2386,2386,"array([-1.24398716,  0.50954645])"
2387,8339,"array([-1.45300034,  1.87939268])"
2388,8340,"array([-0.83982657,  1.02181823])"
2389,11797,"array([-1.89481673,  0.72065731])"
2390,8342,"array([-0.80407502,  1.04310213])"
2391,8343,"array([-0.48468913,  1.51147799])"
2392,11798,"array([-1.98328343,  0.73512597])"
2393,8345,"array([-0.73242819,  1.10373654])"
2394,8346,"array([-1.28441133,  1.21890964])"
2395,8347,"array([-0.94973362,  0.9638258 ])"
2396,8348,"array([-0.99121952,  1.47465603])"
2397,8349,"array([-0.76683425,  1.05129647])"
2398,8350,"array([-1.00747987,  1.2755508 ])"
2399,8351,"array([-1.77553689,  1.74077829])"
2400,11799,"array([-1.11807569,  0.76988128])"
2401,8353,"array([-0.78188921,  1.43150462])"
2402,8354,"array([-1.55915586,  1.20378813])"
2403,8355,"array([-1.59721567,  1.32295521])"
2404,11800,"array([-2.08047657,  1.67827953])"
2405,8357,"array([-0.78358164,  0.98433153])"
2406,8358,"array([-0.68139239,  0.90340042])"
2407,8359,"array([-1.2027708 ,  0.99589886])"
2408,8360,"array([-1.67368823,  1.91761171])"
