# index, label, _pos
4391,19535,"array([0.9457593 , 8.19764701])"
4392,19356,"array([0.93427612, 8.22494027])"
4393,31785,"array([0.93726542, 8.2028864 ])"
4394,30274,"array([0.94416269, 8.20311105])"
4395,25636,"array([0.93999307, 8.18078   ])"
4396,15154,"array([0.94128861, 8.21993738])"
4397,20401,"array([0.94917149, 8.19683836])"
4398,30217,"array([0.96154741, 8.19678539])"
4399,6189,"array([0.95821068, 8.20684693])"
4400,6059,"array([0.95831969, 8.21099395])"
4401,7788,"array([0.93723549, 8.19103188])"
4402,6407,"array([0.94311081, 8.18906774])"
4403,14343,"array([0.95319594, 8.22842676])"
4404,7796,"array([0.95626159, 8.1983021 ])"
4405,36802,"array([0.93177915, 8.19694971])"
4406,16945,"array([0.95045967, 8.19098771])"
4407,11386,"array([0.9259037 , 8.22140107])"
4408,16931,"array([0.93817745, 8.2275432 ])"
4409,16402,"array([0.93567238, 8.1915825 ])"
4410,29769,"array([0.96480392, 8.20052313])"
4411,3728,"array([0.94335334, 8.19120449])"
4412,20385,"array([0.94765954, 8.20506326])"
4413,5639,"array([0.95096184, 8.20495092])"
4414,14581,"array([0.96657745, 8.21883309])"
4415,27595,"array([0.94370461, 8.18540447])"
4416,14335,"array([0.92450618, 8.19561998])"
4417,27563,"array([0.93043686, 8.19649958])"
4418,11093,"array([0.94261594, 8.2031243 ])"
4419,25963,"array([0.93502883, 8.22403958])"
4420,13601,"array([0.93965728, 8.1801873 ])"
4421,14959,"array([0.93437277, 8.20000201])"
4422,1798,"array([0.97267202, 8.19970053])"
4423,3701,"array([0.96364917, 8.20402743])"
4424,11563,"array([0.92474247, 8.21040939])"
4425,11350,"array([0.91440419, 8.2169741 ])"
4426,9751,"array([0.94527745, 8.20813457])"
4427,33284,"array([0.94125386, 8.20722646])"
4428,16819,"array([0.91512363, 8.20908794])"
4429,22790,"array([0.94403853, 8.2350022 ])"
4430,23342,"array([0.93998802, 8.18743351])"
4431,13903,"array([0.92779356, 8.18338215])"
4432,30447,"array([0.95435514, 8.19617591])"
4433,23421,"array([0.96734054, 8.19053184])"
4434,18695,"array([0.95543945, 8.18965431])"
4435,11303,"array([0.94137613, 8.19246195])"
4436,4927,"array([0.93821797, 8.20486289])"
4437,26402,"array([0.92557265, 8.21250777])"
4438,27279,"array([0.96049949, 8.22984765])"
4439,16425,"array([0.96268484, 8.22873382])"
4440,13673,"array([0.96392045, 8.22616796])"
4441,14635,"array([0.96341893, 8.22855277])"
4442,26292,"array([0.96898624, 8.20014409])"
4443,29882,"array([0.9516521 , 8.20691459])"
4444,11841,"array([0.94052545, 8.19029865])"
4445,30241,"array([0.93601846, 8.18825178])"
4446,6102,"array([0.94674699, 8.19515699])"
4447,6641,"array([0.95555006, 8.19402445])"
4448,14861,"array([0.95833164, 8.2145905 ])"
4449,26536,"array([0.96019235, 8.21610268])"
4450,14667,"array([0.91825452, 8.20010088])"
4451,3764,"array([0.91180091, 8.20339293])"
4452,11138,"array([0.95152949, 8.23757228])"
4453,6400,"array([0.95604401, 8.19423764])"
4454,19916,"array([0.95211665, 8.19646935])"
4455,11796,"array([0.95181795, 8.22246985])"
4456,5764,"array([0.95025489, 8.18435799])"
4457,33236,"array([0.93433088, 8.18465983])"
4458,32868,"array([0.93321562, 8.19015298])"
4459,33682,"array([0.92611995, 8.18677497])"
4460,26293,"array([0.93481199, 8.18671052])"
4461,15436,"array([0.94080524, 8.18108568])"
4462,33735,"array([0.94190287, 8.18238153])"
4463,11182,"array([0.93957767, 8.18909907])"
4464,30099,"array([0.93586412, 8.18678865])"
4465,30500,"array([0.93930338, 8.19630429])"
4466,36707,"array([0.94614148, 8.186148  ])"
4467,33597,"array([0.94419513, 8.18542942])"
4468,13532,"array([0.93840261, 8.18504527])"
4469,22852,"array([0.96232536, 8.19735864])"
4470,10320,"array([0.9429453 , 8.20925903])"
4471,11371,"array([0.94113482, 8.19696511])"
4472,7393,"array([0.94312584, 8.2074224 ])"
4473,13720,"array([0.94945482, 8.18990785])"
4474,16805,"array([0.95306035, 8.20320353])"
4475,7071,"array([0.92184973, 8.20076924])"
4476,19654,"array([0.94275245, 8.18306206])"
4477,3575,"array([0.96250381, 8.19912958])"
4478,10532,"array([0.9427003 , 8.20657464])"
4479,13926,"array([0.96547122, 8.21827525])"
4480,6451,"array([0.94737679, 8.22354715])"
4481,7794,"array([0.93809907, 8.17526058])"
4482,10520,"array([0.94377514, 8.18106879])"
4483,14878,"array([0.92383212, 8.20644586])"
4484,6428,"array([0.95781416, 8.19398145])"
4485,7896,"array([0.94973368, 8.22175183])"
4486,26242,"array([0.96967788, 8.20023692])"
4487,10736,"array([0.94731807, 8.19706973])"
4488,14280,"array([0.94425251, 8.19131879])"
4489,14205,"array([0.96162868, 8.18924873])"
4490,19296,"array([0.93421667, 8.21268744])"
4491,7395,"array([0.96047963, 8.20159671])"
4492,15035,"array([0.95631488, 8.20682135])"
4493,23498,"array([0.9481351 , 8.18863644])"
4494,32900,"array([0.94132411, 8.18251567])"
4495,32624,"array([0.9365169 , 8.19119884])"
4496,10325,"array([0.93250617, 8.21227595])"
4497,4355,"array([0.94614701, 8.18711129])"
4498,19701,"array([0.96452005, 8.19899199])"
4499,20046,"array([0.9439426 , 8.19787991])"
4500,32313,"array([0.95581698, 8.18927637])"
4501,10381,"array([0.9370771 , 8.20481411])"
4502,2901,"array([0.93080436, 8.21118427])"
4503,10965,"array([0.93509158, 8.17671172])"
4504,16796,"array([0.93796985, 8.17572218])"
4505,18704,"array([0.96740671, 8.22138122])"
4506,33633,"array([0.94403774, 8.21105499])"
4507,26483,"array([0.93640162, 8.21265014])"
4508,32192,"array([0.9534454 , 8.23001749])"
4509,11305,"array([0.93634753, 8.18151581])"
4510,557,"array([0.95401561, 8.20817477])"
4511,12070,"array([0.94184669, 8.20849175])"
4512,31928,"array([0.9461882 , 8.24309503])"
4513,40029,"array([0.93238471, 8.18512149])"
4514,19875,"array([0.9391863 , 8.18121509])"
4515,27765,"array([0.97521049, 8.20528639])"
4516,23216,"array([0.97301614, 8.21091695])"
4517,5716,"array([0.96065794, 8.19695051])"
4518,21523,"array([0.94548127, 8.18659902])"
4519,10962,"array([0.94644421, 8.21803568])"
4520,30018,"array([0.96708383, 8.2147953 ])"
4521,21639,"array([0.9224316 , 8.20554304])"
4522,14527,"array([0.93919986, 8.19754963])"
4523,12036,"array([0.94612766, 8.23205791])"
4524,19933,"array([0.94487946, 8.24305553])"
4525,19082,"array([0.94052644, 8.1976787 ])"
4526,36466,"array([0.93091835, 8.19541384])"
4527,39987,"array([0.91835843, 8.2080511 ])"
4528,11127,"array([0.95270325, 8.20079653])"
4529,33466,"array([0.9719677 , 8.18854808])"
4530,33126,"array([0.97079872, 8.2190381 ])"
4531,32451,"array([0.97747723, 8.20636631])"
4532,21766,"array([0.93141891, 8.20093182])"
4533,33067,"array([0.96009187, 8.22315759])"
4534,29780,"array([0.94257879, 8.20980708])"
4535,5653,"array([0.92602488, 8.19451907])"
4536,33251,"array([0.95926018, 8.20425273])"
4537,5009,"array([0.94764713, 8.20449085])"
4538,36843,"array([0.95808593, 8.22734663])"
4539,7939,"array([0.94151901, 8.20926072])"
4540,15102,"array([0.93412271, 8.18055572])"
4541,4197,"array([0.92598961, 8.17165362])"
4542,19139,"array([0.94500612, 8.21082286])"
4543,15213,"array([0.94545634, 8.23052925])"
4544,13880,"array([0.94603549, 8.21185797])"
4545,15171,"array([0.96164483, 8.19540171])"
4546,25695,"array([0.93825003, 8.16830476])"
4547,14272,"array([0.94361638, 8.1972431 ])"
4548,26360,"array([0.93406457, 8.20898749])"
4549,11979,"array([0.95424245, 8.22690697])"
4550,20141,"array([0.95954063, 8.22693129])"
4551,14755,"array([0.9614647 , 8.19585006])"
4552,10818,"array([0.94300032, 8.22141725])"
4553,36329,"array([0.95749976, 8.20255679])"
4554,32105,"array([0.94239295, 8.18337735])"
4555,29849,"array([0.92445219, 8.2125151 ])"
4556,5693,"array([0.92143106, 8.2184433 ])"
4557,29775,"array([0.92563434, 8.20708395])"
4558,33264,"array([0.92939479, 8.2003865 ])"
4559,11656,"array([0.93830883, 8.21983987])"
4560,13845,"array([0.96295789, 8.19331608])"
4561,33154,"array([0.96705298, 8.21094038])"
4562,27589,"array([0.95044145, 8.1875529 ])"
4563,6331,"array([0.95809789, 8.23072088])"
4564,20288,"array([0.92852459, 8.22197255])"
4565,29723,"array([0.95375634, 8.22821613])"
4566,17021,"array([0.93018953, 8.22403707])"
4567,32852,"array([0.9158587 , 8.19924843])"
4568,32060,"array([0.93002552, 8.20291491])"
4569,32943,"array([0.97298276, 8.20676864])"
4570,11401,"array([0.94180685, 8.1924569 ])"
4571,32575,"array([0.94453156, 8.18303652])"
4572,26936,"array([0.94372921, 8.17605647])"
4573,33544,"array([0.95242695, 8.19288893])"
4574,36615,"array([0.94156318, 8.1755401 ])"
4575,25737,"array([0.96335087, 8.18873622])"
4576,32004,"array([0.96599058, 8.21738832])"
4577,6435,"array([0.93522462, 8.20998205])"
4578,18864,"array([0.9293515 , 8.21521728])"
4579,30252,"array([0.96008638, 8.23100802])"
4580,16587,"array([0.95882377, 8.2301103 ])"
4581,29968,"array([0.94689028, 8.21408141])"
4582,14629,"array([0.96114494, 8.22075771])"
4583,13620,"array([0.9544421 , 8.18976763])"
4584,14884,"array([0.92836758, 8.20741943])"
4585,11643,"array([0.94694131, 8.19603159])"
4586,14955,"array([0.94370066, 8.22678521])"
4587,32809,"array([0.94692881, 8.23524165])"
4588,30377,"array([0.94796876, 8.23241807])"
4589,11988,"array([0.92717186, 8.19735455])"
4590,32935,"array([0.93093791, 8.19273927])"
4591,13904,"array([0.94385571, 8.21157117])"
4592,13832,"array([0.94915583, 8.19886893])"
4593,23427,"array([0.94998585, 8.19886097])"
4594,15233,"array([0.94740626, 8.22299247])"
4595,14814,"array([0.94240166, 8.22363811])"
4596,26760,"array([0.93687147, 8.21300081])"
4597,6565,"array([0.94167151, 8.17450718])"
4598,2899,"array([0.93348008, 8.18970123])"
4599,11745,"array([0.9616807 , 8.20562695])"
4600,21687,"array([0.94544516, 8.22711532])"
4601,17077,"array([0.94412527, 8.23991542])"
4602,20208,"array([0.96015902, 8.22097449])"
4603,33493,"array([0.95627726, 8.22697159])"
4604,6402,"array([0.93001594, 8.21553427])"
4605,22308,"array([0.94307476, 8.18463081])"
4606,6304,"array([0.94101764, 8.22957778])"
4607,22925,"array([0.96004501, 8.2166193 ])"
4608,23300,"array([0.96331702, 8.21048158])"
4609,5641,"array([0.95438014, 8.20104539])"
4610,22622,"array([0.94053951, 8.18219666])"
4611,23301,"array([0.92499044, 8.2124632 ])"
4612,11622,"array([0.94539507, 8.1994527 ])"
4613,14216,"array([0.9290551 , 8.19201172])"
4614,14727,"array([0.93483222, 8.2049535 ])"
4615,26741,"array([0.97165372, 8.22444001])"
4616,15278,"array([0.96435811, 8.19411485])"
4617,18525,"array([0.95288891, 8.20705419])"
4618,26654,"array([0.96838807, 8.21861805])"
4619,8002,"array([0.9481869 , 8.18820099])"
4620,23463,"array([0.96816018, 8.20570923])"
4621,32590,"array([0.97359809, 8.22204113])"
4622,16833,"array([0.95704886, 8.21400432])"
4623,32547,"array([0.97264726, 8.22182532])"
4624,32772,"array([0.97410771, 8.19120642])"
4625,32894,"array([0.97458824, 8.21898416])"
4626,32924,"array([0.97257411, 8.22346733])"
4627,26074,"array([0.96923239, 8.20882135])"
4628,26681,"array([0.97667567, 8.21795185])"
4629,33242,"array([0.97590464, 8.22028136])"
4630,16815,"array([0.9464261 , 8.19342445])"
4631,30366,"array([0.97229418, 8.22410097])"
4632,30365,"array([0.97425704, 8.22088292])"
4633,30406,"array([0.97388513, 8.22144716])"
4634,30463,"array([0.95370169, 8.21952216])"
4635,32011,"array([0.97680558, 8.21868388])"
4636,26176,"array([0.96680423, 8.21143976])"
4637,27536,"array([0.96762121, 8.20236852])"
4638,31840,"array([0.97272216, 8.22019506])"
4639,17002,"array([0.97097737, 8.19754436])"
4640,29783,"array([0.9752882 , 8.21870555])"
4641,32096,"array([0.96869869, 8.21724997])"
4642,30605,"array([0.96603869, 8.21617638])"
4643,20166,"array([0.9569104 , 8.22086093])"
4644,32599,"array([0.97097389, 8.21317477])"
4645,26234,"array([0.95666083, 8.19742762])"
4646,22132,"array([0.95279622, 8.20295883])"
4647,36321,"array([0.93435825, 8.19291249])"
4648,22725,"array([0.9449728 , 8.20105694])"
4649,19049,"array([0.93305861, 8.19615755])"
4650,22774,"array([0.94107427, 8.18611635])"
4651,32873,"array([0.93329354, 8.21068928])"
4652,31896,"array([0.96168622, 8.21977878])"
4653,26275,"array([0.95843338, 8.2254018 ])"
4654,14494,"array([0.94860349, 8.19909367])"
4655,19786,"array([0.9506309 , 8.19204806])"
4656,36438,"array([0.96737941, 8.21815355])"
4657,32298,"array([0.95023216, 8.19572473])"
4658,26692,"array([0.95598909, 8.22798493])"
4659,14096,"array([0.9591951 , 8.23941807])"
4660,36184,"array([0.95105081, 8.20048238])"
4661,14610,"array([0.95722981, 8.19245268])"
4662,19963,"array([0.9441718 , 8.23903296])"
4663,3776,"array([0.92705243, 8.21305441])"
4664,25647,"array([0.91625726, 8.21048538])"
4665,18612,"array([0.91595068, 8.209818  ])"
4666,36701,"array([0.91660418, 8.22046125])"
4667,6140,"array([0.97405283, 8.20400207])"
4668,21756,"array([0.97052702, 8.19875613])"
4669,19315,"array([0.98197628, 8.20955216])"
4670,19169,"array([0.96882689, 8.20225595])"
4671,27686,"array([0.984331 , 8.2095228])"
4672,22411,"array([0.9747148 , 8.19157606])"
4673,22698,"array([0.98123714, 8.20984984])"
4674,27659,"array([0.96882532, 8.19857011])"
4675,18747,"array([0.97117646, 8.19506499])"
4676,26048,"array([0.98339379, 8.21122664])"
4677,21765,"array([0.98445231, 8.20860871])"
4678,1240,"array([0.97065601, 8.20386751])"
4679,16849,"array([0.98073288, 8.20838612])"
4680,23488,"array([0.98472427, 8.21214117])"
4681,8011,"array([0.95920125, 8.19385346])"
4682,25710,"array([0.91771646, 8.21922037])"
4683,19227,"array([0.92364734, 8.20961943])"
4684,27008,"array([0.93603706, 8.19253274])"
4685,33234,"array([0.92779307, 8.19704814])"
4686,33362,"array([0.92233372, 8.21010215])"
4687,3720,"array([0.94568144, 8.19410445])"
4688,16406,"array([0.94930558, 8.18939425])"
4689,32327,"array([0.96394784, 8.19894946])"
4690,16748,"array([0.97567714, 8.20157776])"
4691,31972,"array([0.94653316, 8.17563043])"
4692,16428,"array([0.92781306, 8.22344481])"
4693,11945,"array([0.95613979, 8.20150888])"
4694,31898,"array([0.94162635, 8.1808566 ])"
4695,10475,"array([0.94232806, 8.22482422])"
4696,13678,"array([0.97557545, 8.2166089 ])"
4697,33305,"array([0.97014729, 8.21467761])"
4698,36101,"array([0.97248866, 8.21820977])"
4699,23504,"array([0.9470923 , 8.19113026])"
4700,27419,"array([0.94446214, 8.20454284])"
4701,18812,"array([0.94955303, 8.23333928])"
4702,26368,"array([0.96566192, 8.23090661])"
4703,26877,"array([0.94166656, 8.19287315])"
4704,7341,"array([0.95867829, 8.20317263])"
4705,32183,"array([0.96656319, 8.21941871])"
4706,26286,"array([0.93013786, 8.1907694 ])"
4707,10594,"array([0.9377272 , 8.18833972])"
4708,1982,"array([0.94417556, 8.19084671])"
4709,13894,"array([0.92596621, 8.19865693])"
4710,15247,"array([0.93808701, 8.19695769])"
4711,4581,"array([0.94418879, 8.21334465])"
4712,22759,"array([0.94134337, 8.19882401])"
4713,26499,"array([0.9392205 , 8.18027824])"
4714,30349,"array([0.94589583, 8.19222126])"
4715,33765,"array([0.96401769, 8.16700124])"
4716,17539,"array([0.93456605, 8.16321295])"
4717,24439,"array([0.94738647, 8.19158526])"
4718,18563,"array([0.94304367, 8.17934528])"
4719,14080,"array([0.9729711 , 8.20800013])"
4720,16471,"array([0.97438634, 8.1982509 ])"
4721,13424,"array([0.96796379, 8.19140472])"
4722,32355,"array([0.92928895, 8.18911946])"
4723,26463,"array([0.94177957, 8.20652137])"
4724,18942,"array([0.96627332, 8.19248766])"
4725,10469,"array([0.93246098, 8.22517417])"
4726,26824,"array([0.94066542, 8.17456015])"
4727,20448,"array([0.94096823, 8.2306549 ])"
4728,11714,"array([0.95849636, 8.21419177])"
4729,11961,"array([0.94071552, 8.20233514])"
4730,26277,"array([0.96269231, 8.19160373])"
4731,15276,"array([0.97594409, 8.1924015 ])"
4732,29979,"array([0.95559046, 8.23500666])"
4733,13675,"array([0.95796275, 8.2297419 ])"
4734,20283,"array([0.92152506, 8.23085795])"
4735,4188,"array([0.93525085, 8.20831358])"
4736,27216,"array([0.92577477, 8.21448622])"
4737,16599,"array([0.93497454, 8.20414505])"
4738,32244,"array([0.94962124, 8.20657951])"
4739,6582,"array([0.96806804, 8.19566058])"
4740,19463,"array([0.97869213, 8.19565409])"
4741,1970,"array([0.93041174, 8.21916791])"
4742,19016,"array([0.93232261, 8.1836096 ])"
4743,32733,"array([0.93452851, 8.23047953])"
4744,35920,"array([0.97040469, 8.20643054])"
4745,11561,"array([0.9697949 , 8.20629803])"
4746,10240,"array([0.97030395, 8.20595445])"
4747,17342,"array([0.95412181, 8.1912615 ])"
4748,32892,"array([0.92105879, 8.21588649])"
4749,32270,"array([0.96627553, 8.19945467])"
4750,13840,"array([0.96279982, 8.20802769])"
4751,6636,"array([0.96438412, 8.19767655])"
4752,16861,"array([0.9751114 , 8.20901722])"
4753,32341,"array([0.97367426, 8.19623661])"
4754,25747,"array([0.95757311, 8.20302254])"
4755,13792,"array([0.94789574, 8.19890538])"
4756,24245,"array([0.94480587, 8.18719287])"
4757,32374,"array([0.94093905, 8.19610847])"
4758,13968,"array([0.93267195, 8.19997912])"
4759,21519,"array([0.93339885, 8.1951348 ])"
4760,16486,"array([0.94169773, 8.20378662])"
4761,11565,"array([0.95200132, 8.19283861])"
4762,25781,"array([0.95811958, 8.21977309])"
4763,18628,"array([0.95762288, 8.20662378])"
4764,33086,"array([0.96968928, 8.21022454])"
4765,33169,"array([0.97169643, 8.22258397])"
4766,25715,"array([0.97361251, 8.22089083])"
4767,19787,"array([0.9697462 , 8.21076352])"
4768,11823,"array([0.95912092, 8.21310307])"
4769,17114,"array([0.96936393, 8.2163077 ])"
4770,36234,"array([0.96919483, 8.21575244])"
4771,19183,"array([0.97031838, 8.21756975])"
4772,20260,"array([0.97092189, 8.21730704])"
4773,30546,"array([0.9272193 , 8.20687591])"
4774,23179,"array([0.93412767, 8.20959741])"
4775,18755,"array([0.95891111, 8.20095726])"
4776,33196,"array([0.95966184, 8.21915655])"
4777,31982,"array([0.97375103, 8.22403063])"
4778,20371,"array([0.95695777, 8.21361529])"
4779,22741,"array([0.97076838, 8.22192528])"
4780,32826,"array([0.96897214, 8.2183785 ])"
4781,25779,"array([0.96951666, 8.21725916])"
4782,21751,"array([0.9714567 , 8.22188846])"
4783,26278,"array([0.9701554 , 8.20944411])"
4784,30577,"array([0.96836323, 8.20308023])"
4785,14866,"array([0.92544644, 8.21100675])"
4786,21719,"array([0.93709366, 8.18160825])"
4787,26697,"array([0.97065724, 8.20964776])"
4788,27273,"array([0.97029259, 8.21112957])"
4789,22875,"array([0.96962663, 8.20968204])"
4790,21959,"array([0.95863094, 8.22122971])"
4791,27161,"array([0.96460487, 8.20264685])"
4792,33731,"array([0.96773235, 8.22201513])"
4793,13494,"array([0.95183076, 8.21618489])"
4794,20461,"array([0.96483974, 8.21689268])"
4795,22395,"array([0.96437033, 8.21710946])"
4796,32359,"array([0.93303938, 8.19344093])"
4797,26026,"array([0.93005723, 8.19520068])"
4798,14803,"array([0.95024249, 8.20501619])"
4799,25974,"array([0.94073085, 8.18934667])"
4800,27520,"array([0.91331763, 8.2035078 ])"
4801,19983,"array([0.93052455, 8.19196157])"
4802,30707,"array([0.92774045, 8.20716966])"
4803,21732,"array([0.92257801, 8.20940715])"
4804,31927,"array([0.92788635, 8.20622815])"
4805,14597,"array([0.92687876, 8.20623659])"
4806,22635,"array([0.92158107, 8.20999046])"
4807,18716,"array([0.95401887, 8.19052937])"
4808,18490,"array([0.95518945, 8.20139343])"
4809,32488,"array([0.9539825, 8.2205123])"
4810,4966,"array([0.97111079, 8.2239698 ])"
4811,33550,"array([0.97070693, 8.22347193])"
4812,35991,"array([0.95335064, 8.20646287])"
4813,31956,"array([0.96738996, 8.20333004])"
4814,30410,"array([0.94996711, 8.20593231])"
4815,23334,"array([0.9504129 , 8.20551342])"
4816,30541,"array([0.97609561, 8.21963899])"
4817,19245,"array([0.96246845, 8.20614324])"
4818,32636,"array([0.93079675, 8.22156773])"
4819,9293,"array([0.92866037, 8.18741206])"
4820,18566,"array([0.95588861, 8.20000637])"
4821,3388,"array([0.93053046, 8.20300194])"
4822,22205,"array([0.9512144, 8.1965864])"
4823,25773,"array([0.931815  , 8.20021526])"
4824,32038,"array([0.94173871, 8.20739072])"
4825,32806,"array([0.95479211, 8.19371394])"
4826,803,"array([0.93692047, 8.1924849 ])"
4827,26347,"array([0.94651524, 8.1955321 ])"
4828,20124,"array([0.94802489, 8.22857345])"
4829,13922,"array([0.94776809, 8.24048621])"
4830,17049,"array([0.95900261, 8.21221347])"
4831,11130,"array([0.93817382, 8.22169495])"
4832,26689,"array([0.92985765, 8.20434267])"
4833,13947,"array([0.93671192, 8.18702342])"
4834,3676,"array([0.94346794, 8.21383927])"
4835,6122,"array([0.95045762, 8.2279649 ])"
4836,2698,"array([0.94625573, 8.21463021])"
4837,16664,"array([0.95443597, 8.21658009])"
4838,32112,"array([0.97139397, 8.21052426])"
4839,22392,"array([0.96756752, 8.2118375 ])"
4840,26079,"array([0.96475427, 8.19854552])"
4841,17399,"array([0.97921227, 8.20284188])"
4842,27716,"array([0.97935549, 8.20598519])"
4843,11556,"array([0.97292109, 8.20619471])"
4844,21883,"array([0.97949837, 8.21459674])"
4845,26105,"array([0.97975365, 8.20892844])"
4846,21599,"array([0.9699148 , 8.19864847])"
4847,27687,"array([0.98322398, 8.21248163])"
4848,14259,"array([0.96889143, 8.19522453])"
4849,27657,"array([0.98012962, 8.21028196])"
4850,6429,"array([0.97822152, 8.20416944])"
4851,7004,"array([0.97550341, 8.19317053])"
4852,19741,"array([0.97946579, 8.20965806])"
4853,11139,"array([0.96668154, 8.19330495])"
4854,19246,"array([0.97819124, 8.19485106])"
4855,27781,"array([0.97619817, 8.21465733])"
4856,19077,"array([0.9803161 , 8.21472406])"
4857,26608,"array([0.97335351, 8.19812843])"
4858,27649,"array([0.98049036, 8.2042931 ])"
4859,27726,"array([0.98023537, 8.21316118])"
4860,15267,"array([0.93621038, 8.22033074])"
4861,25637,"array([0.9276657 , 8.22766656])"
4862,32742,"array([0.95549085, 8.17855541])"
4863,33627,"array([0.92490091, 8.20634022])"
4864,26803,"array([0.9563936 , 8.18443797])"
4865,6473,"array([0.96004778, 8.18798464])"
4866,10660,"array([0.94457498, 8.2206939 ])"
4867,19518,"array([0.93760518, 8.18908855])"
4868,19381,"array([0.954193  , 8.20200355])"
4869,20468,"array([0.9501568 , 8.20955138])"
4870,36109,"array([0.971677  , 8.20872296])"
4871,23538,"array([0.9645327 , 8.21292357])"
4872,7385,"array([0.94219477, 8.1948331 ])"
4873,12003,"array([0.94296534, 8.18698135])"
4874,25694,"array([0.92609768, 8.21177902])"
4875,33204,"array([0.91540053, 8.21844815])"
4876,36740,"array([0.93797218, 8.20368594])"
4877,32649,"array([0.94527202, 8.18054131])"
4878,36588,"array([0.94175685, 8.18536015])"
4879,33609,"array([0.95818117, 8.18647936])"
4880,39938,"array([0.94500299, 8.18456922])"
4881,18520,"array([0.94241062, 8.17396244])"
4882,22556,"array([0.95152711, 8.19522431])"
4883,16458,"array([0.95435835, 8.17658241])"
4884,11600,"array([0.94317105, 8.19690659])"
4885,35905,"array([0.94093931, 8.18835937])"
4886,29730,"array([0.94208347, 8.18012822])"
4887,12077,"array([0.94314284, 8.18153222])"
4888,18649,"array([0.95631116, 8.1925584 ])"
4889,3925,"array([0.94267475, 8.17918233])"
4890,11278,"array([0.95402981, 8.19263136])"
4891,36080,"array([0.93164375, 8.19033265])"
4892,22107,"array([0.94599069, 8.19513861])"
4893,22321,"array([0.94984147, 8.18569208])"
4894,22691,"array([0.95700105, 8.18762168])"
4895,13590,"array([0.94331877, 8.17695158])"
4896,18712,"array([0.9576342 , 8.21662655])"
4897,17338,"array([0.95066789, 8.2187939 ])"
4898,30686,"array([0.93595399, 8.19344836])"
4899,35845,"array([0.93999424, 8.19068418])"
4900,33405,"array([0.91290858, 8.20729901])"
4901,16750,"array([0.93066645, 8.1978598 ])"
4902,29834,"array([0.94125588, 8.19988563])"
4903,33526,"array([0.92100645, 8.20317999])"
4904,32258,"array([0.94928735, 8.19505958])"
4905,33202,"array([0.94732796, 8.20048342])"
4906,12020,"array([0.92284714, 8.19762298])"
4907,13618,"array([0.94094888, 8.19067887])"
4908,33479,"array([0.91956624, 8.20038952])"
4909,33536,"array([0.9294547 , 8.19216643])"
4910,33704,"array([0.94195082, 8.19098063])"
4911,19123,"array([0.93167373, 8.20775746])"
4912,35982,"array([0.93152508, 8.20592581])"
4913,18992,"array([0.94933774, 8.20465997])"
4914,30061,"array([0.92185737, 8.19779571])"
4915,10480,"array([0.9339736 , 8.19937163])"
4916,15277,"array([0.9190036 , 8.20235358])"
4917,15232,"array([0.92615197, 8.20580081])"
4918,3505,"array([0.93436992, 8.21087842])"
4919,19500,"array([0.92079598, 8.19793602])"
4920,36048,"array([0.92488049, 8.20236309])"
4921,6384,"array([0.93184465, 8.20559598])"
4922,19015,"array([0.94292862, 8.20870923])"
4923,36637,"array([0.94609835, 8.20298359])"
4924,36706,"array([0.93497897, 8.20852345])"
4925,19902,"array([0.92259958, 8.20768504])"
4926,21935,"array([0.94364035, 8.20617757])"
4927,30672,"array([0.93350514, 8.20357842])"
4928,30436,"array([0.94351935, 8.20457889])"
4929,15155,"array([0.94373636, 8.20800077])"
4930,7859,"array([0.95319074, 8.2003208 ])"
4931,22183,"array([0.93069493, 8.20148214])"
4932,33477,"array([0.94338378, 8.20766974])"
4933,11593,"array([0.91974793, 8.19800024])"
4934,33127,"array([0.92453448, 8.20342224])"
4935,22600,"array([0.91935253, 8.20098108])"
4936,33420,"array([0.92882446, 8.20646543])"
4937,7891,"array([0.93938639, 8.21296196])"
4938,25835,"array([0.92417914, 8.19510151])"
4939,30603,"array([0.9249    , 8.19524377])"
4940,32300,"array([0.92125946, 8.19520214])"
4941,25807,"array([0.92145712, 8.20210617])"
4942,18615,"array([0.93801082, 8.20566718])"
4943,15281,"array([0.92079476, 8.19643804])"
4944,33182,"array([0.94102543, 8.19022131])"
4945,14662,"array([0.92003167, 8.19939205])"
4946,36182,"array([0.92291912, 8.20405809])"
4947,6380,"array([0.92651696, 8.20685655])"
4948,30567,"array([0.93224934, 8.19940235])"
4949,33395,"array([0.9214326 , 8.19469548])"
4950,18434,"array([0.92381633, 8.19546782])"
4951,21829,"array([0.92303186, 8.19987885])"
4952,32390,"array([0.92982945, 8.19811943])"
4953,15320,"array([0.93905348, 8.19962353])"
4954,18664,"array([0.92293591, 8.19895533])"
4955,19742,"array([0.94969595, 8.19207422])"
4956,1791,"array([0.96482222, 8.21152881])"
4957,14654,"array([0.94436424, 8.20154782])"
4958,36281,"array([0.96007853, 8.19901781])"
4959,32114,"array([0.96071173, 8.19640675])"
4960,10689,"array([0.93938737, 8.1822446 ])"
4961,13446,"array([0.94945625, 8.19754823])"
4962,8164,"array([0.93314813, 8.16808659])"
4963,14791,"array([0.92018643, 8.21074443])"
4964,10245,"array([0.9380398 , 8.19036689])"
4965,19130,"array([0.94693304, 8.20284136])"
4966,22500,"array([0.96743046, 8.19216061])"
